Date,Time,HomeTeam,Score,AwayTeam,Week,Season
18/09/2005,16:00,Paços de Ferreira,2-1,Académica OAF,J4,2005-2006
18/09/2005,16:00,Marítimo,2-2,FC Penafiel,J4,2005-2006
18/09/2005,,SC Braga,0-0,FC Porto,J4,2005-2006
16/09/2005,21:30,Naval,2-2,Boavista,J4,2005-2006
12/09/2005,20:30,FC Penafiel,0-3,Belenenses,J3,2005-2006
11/09/2005,20:30,Boavista,4-1,Paços de Ferreira,J3,2005-2006
11/09/2005,18:15,Académica OAF,0-1,Vitória FC,J3,2005-2006
11/09/2005,17:00,Est. Amadora,2-1,Naval,J3,2005-2006
11/09/2005,16:00,UD Leiria,0-0,Marítimo,J3,2005-2006
11/09/2005,16:00,Gil Vicente,0-1,Nacional,J3,2005-2006
10/09/2005,21:30,Sporting,2-1,Benfica,J3,2005-2006
10/09/2005,,FC Porto,3-0,Rio Ave,J3,2005-2006
09/09/2005,21:30,Vitória SC,0-2,SC Braga,J3,2005-2006
29/08/2005,20:30,Est. Amadora,1-1,Boavista,J2,2005-2006
28/08/2005,19:00,Marítimo,1-2,Sporting,J2,2005-2006
28/08/2005,16:00,Vitória FC,0-1,Paços de Ferreira,J2,2005-2006
28/08/2005,16:00,SC Braga,1-0,FC Penafiel,J2,2005-2006
28/08/2005,16:00,Rio Ave,3-1,Vitória SC,J2,2005-2006
28/08/2005,16:00,Nacional,2-2,Académica OAF,J2,2005-2006
27/08/2005,21:15,Benfica,0-2,Gil Vicente,J2,2005-2006
27/08/2005,19:15,Belenenses,3-1,UD Leiria,J2,2005-2006
26/08/2005,,Naval,2-3,FC Porto,J2,2005-2006
22/08/2005,20:30,UD Leiria,0-1,SC Braga,J1,2005-2006
21/08/2005,20:30,Vitória SC,0-2,Naval,J1,2005-2006
21/08/2005,17:00,Paços de Ferreira,0-1,Nacional,J1,2005-2006
21/08/2005,16:00,Gil Vicente,1-0,Marítimo,J1,2005-2006
21/08/2005,16:00,FC Penafiel,0-2,Rio Ave,J1,2005-2006
21/08/2005,,FC Porto,1-0,Est. Amadora,J1,2005-2006
20/08/2005,21:30,Académica OAF,0-0,Benfica,J1,2005-2006
20/08/2005,19:15,Boavista,0-0,Vitória FC,J1,2005-2006
19/08/2005,21:30,Sporting,2-1,Belenenses,J1,2005-2006
22/05/2005,19:15,Sporting,2-4,Nacional,J34,2004-2005
22/05/2005,19:15,Moreirense,2-1,SC Braga,J34,2004-2005
22/05/2005,19:15,Boavista,1-1,Benfica,J34,2004-2005
22/05/2005,16:00,UD Leiria,0-3,Rio Ave,J34,2004-2005
22/05/2005,16:00,FC Penafiel,1-3,Gil Vicente,J34,2004-2005
22/05/2005,16:00,Estoril Praia,0-1,Marítimo,J34,2004-2005
22/05/2005,16:00,Belenenses,0-0,Vitória FC,J34,2004-2005
22/05/2005,16:00,Beira-Mar,2-2,Vitória SC,J34,2004-2005
22/05/2005,,FC Porto,1-1,Académica OAF,J34,2004-2005
14/05/2005,19:45,SC Braga,1-1,Beira-Mar,J33,2004-2005
14/05/2005,19:45,Benfica,1-0,Sporting,J33,2004-2005
14/05/2005,16:00,Vitória SC,2-0,Boavista,J33,2004-2005
14/05/2005,16:00,Vitória FC,2-2,Estoril Praia,J33,2004-2005
14/05/2005,16:00,Nacional,1-3,FC Penafiel,J33,2004-2005
14/05/2005,16:00,Marítimo,2-0,UD Leiria,J33,2004-2005
14/05/2005,16:00,Gil Vicente,1-0,Belenenses,J33,2004-2005
14/05/2005,16:00,Académica OAF,0-4,Moreirense,J33,2004-2005
14/05/2005,,Rio Ave,0-2,FC Porto,J33,2004-2005
09/05/2005,20:30,Sporting,1-0,Vitória SC,J32,2004-2005
08/05/2005,16:00,UD Leiria,0-2,Vitória FC,J32,2004-2005
08/05/2005,16:00,Rio Ave,0-0,Marítimo,J32,2004-2005
08/05/2005,16:00,Estoril Praia,2-0,Gil Vicente,J32,2004-2005
08/05/2005,16:00,Beira-Mar,0-0,Académica OAF,J32,2004-2005
08/05/2005,,Moreirense,1-1,FC Porto,J32,2004-2005
07/05/2005,21:15,FC Penafiel,1-0,Benfica,J32,2004-2005
07/05/2005,19:15,Boavista,1-2,SC Braga,J32,2004-2005
06/05/2005,21:30,Belenenses,1-0,Nacional,J32,2004-2005
02/05/2005,20:30,Vitória SC,2-1,FC Penafiel,J31,2004-2005
01/05/2005,20:30,SC Braga,0-3,Sporting,J31,2004-2005
30/04/2005,19:15,Benfica,1-0,Belenenses,J31,2004-2005
30/04/2005,16:00,Vitória FC,2-0,Rio Ave,J31,2004-2005
30/04/2005,16:00,Nacional,4-1,Estoril Praia,J31,2004-2005
30/04/2005,16:00,Moreirense,0-0,Beira-Mar,J31,2004-2005
30/04/2005,16:00,Gil Vicente,1-1,UD Leiria,J31,2004-2005
30/04/2005,,FC Porto,1-0,Marítimo,J31,2004-2005
29/04/2005,21:30,Académica OAF,1-0,Boavista,J31,2004-2005
25/04/2005,20:30,FC Penafiel,1-0,SC Braga,J30,2004-2005
24/04/2005,19:15,Estoril Praia,1-2,Benfica,J30,2004-2005
24/04/2005,16:00,UD Leiria,1-0,Nacional,J30,2004-2005
24/04/2005,16:00,Rio Ave,0-1,Gil Vicente,J30,2004-2005
24/04/2005,16:00,Marítimo,3-1,Vitória FC,J30,2004-2005
24/04/2005,,Beira-Mar,0-1,FC Porto,J30,2004-2005
23/04/2005,21:00,Sporting,0-0,Académica OAF,J30,2004-2005
23/04/2005,18:45,Boavista,1-1,Moreirense,J30,2004-2005
22/04/2005,21:30,Belenenses,1-0,Vitória SC,J30,2004-2005
18/04/2005,21:15,Moreirense,1-3,Sporting,J29,2004-2005
17/04/2005,21:00,SC Braga,2-0,Belenenses,J29,2004-2005
17/04/2005,18:45,Vitória SC,1-0,Estoril Praia,J29,2004-2005
17/04/2005,16:00,Nacional,0-0,Rio Ave,J29,2004-2005
17/04/2005,16:00,Gil Vicente,1-0,Marítimo,J29,2004-2005
17/04/2005,16:00,Académica OAF,4-1,FC Penafiel,J29,2004-2005
16/04/2005,21:30,Benfica,1-1,UD Leiria,J29,2004-2005
16/04/2005,,FC Porto,2-1,Vitória FC,J29,2004-2005
15/04/2005,21:30,Beira-Mar,1-0,Boavista,J29,2004-2005
11/04/2005,21:30,Estoril Praia,0-1,SC Braga,J28,2004-2005
11/04/2005,19:15,Belenenses,0-0,Académica OAF,J28,2004-2005
10/04/2005,21:15,Sporting,1-0,Beira-Mar,J28,2004-2005
10/04/2005,19:15,Rio Ave,1-0,Benfica,J28,2004-2005
10/04/2005,16:00,Vitória FC,0-0,Gil Vicente,J28,2004-2005
10/04/2005,16:00,UD Leiria,0-1,Vitória SC,J28,2004-2005
10/04/2005,16:00,FC Penafiel,1-0,Moreirense,J28,2004-2005
09/04/2005,,Boavista,1-0,FC Porto,J28,2004-2005
08/04/2005,21:30,Marítimo,2-1,Nacional,J28,2004-2005
04/04/2005,20:30,SC Braga,1-0,UD Leiria,J27,2004-2005
03/04/2005,20:30,Benfica,4-3,Marítimo,J27,2004-2005
03/04/2005,16:00,Nacional,1-3,Vitória FC,J27,2004-2005
03/04/2005,16:00,Moreirense,0-1,Belenenses,J27,2004-2005
03/04/2005,16:00,Beira-Mar,1-3,FC Penafiel,J27,2004-2005
03/04/2005,16:00,Académica OAF,1-0,Estoril Praia,J27,2004-2005
03/04/2005,,FC Porto,1-0,Gil Vicente,J27,2004-2005
02/04/2005,21:15,Boavista,0-4,Sporting,J27,2004-2005
01/04/2005,21:30,Vitória SC,0-0,Rio Ave,J27,2004-2005
21/03/2005,,Sporting,2-0,FC Porto,J26,2004-2005
20/03/2005,18:30,Rio Ave,1-1,SC Braga,J26,2004-2005
20/03/2005,16:00,UD Leiria,1-2,Académica OAF,J26,2004-2005
20/03/2005,16:00,Gil Vicente,3-2,Nacional,J26,2004-2005
20/03/2005,16:00,Estoril Praia,2-0,Moreirense,J26,2004-2005
20/03/2005,16:00,Belenenses,2-0,Beira-Mar,J26,2004-2005
19/03/2005,21:15,Vitória FC,0-2,Benfica,J26,2004-2005
19/03/2005,18:45,FC Penafiel,1-1,Boavista,J26,2004-2005
18/03/2005,21:30,Marítimo,1-2,Vitória SC,J26,2004-2005
14/03/2005,20:15,Boavista,2-0,Belenenses,J25,2004-2005
13/03/2005,21:15,Vitória SC,3-1,Vitória FC,J25,2004-2005
13/03/2005,19:15,Sporting,0-2,FC Penafiel,J25,2004-2005
13/03/2005,16:00,Moreirense,0-0,UD Leiria,J25,2004-2005
13/03/2005,16:00,Beira-Mar,2-1,Estoril Praia,J25,2004-2005
13/03/2005,16:00,Académica OAF,0-0,Rio Ave,J25,2004-2005
12/03/2005,20:45,Benfica,2-0,Gil Vicente,J25,2004-2005
12/03/2005,18:30,SC Braga,1-1,Marítimo,J25,2004-2005
11/03/2005,,FC Porto,0-4,Nacional,J25,2004-2005
07/03/2005,20:30,Vitória FC,1-4,SC Braga,J24,2004-2005
06/03/2005,20:45,Nacional,0-1,Benfica,J24,2004-2005
06/03/2005,18:30,Belenenses,1-0,Sporting,J24,2004-2005
06/03/2005,16:00,UD Leiria,5-1,Beira-Mar,J24,2004-2005
06/03/2005,16:00,Rio Ave,1-0,Moreirense,J24,2004-2005
06/03/2005,16:00,Marítimo,1-1,Académica OAF,J24,2004-2005
05/03/2005,19:15,Estoril Praia,3-3,Boavista,J24,2004-2005
05/03/2005,,FC Penafiel,1-2,FC Porto,J24,2004-2005
04/03/2005,21:30,Gil Vicente,1-3,Vitória SC,J24,2004-2005
28/02/2005,21:30,Sporting,4-0,Estoril Praia,J23,2004-2005
28/02/2005,,FC Porto,1-1,Benfica,J23,2004-2005
27/02/2005,18:15,Vitória SC,1-1,Nacional,J23,2004-2005
27/02/2005,16:00,Moreirense,1-0,Marítimo,J23,2004-2005
27/02/2005,16:00,Beira-Mar,0-0,Rio Ave,J23,2004-2005
27/02/2005,16:00,Académica OAF,3-3,Vitória FC,J23,2004-2005
26/02/2005,19:30,Boavista,0-0,UD Leiria,J23,2004-2005
26/02/2005,18:45,FC Penafiel,0-0,Belenenses,J23,2004-2005
25/02/2005,21:30,SC Braga,2-1,Gil Vicente,J23,2004-2005
21/02/2005,20:30,Benfica,2-1,Vitória SC,J22,2004-2005
19/02/2005,21:15,UD Leiria,0-0,Sporting,J22,2004-2005
19/02/2005,18:45,Rio Ave,2-2,Boavista,J22,2004-2005
19/02/2005,16:00,Vitória FC,2-2,Moreirense,J22,2004-2005
19/02/2005,16:00,Gil Vicente,0-1,Académica OAF,J22,2004-2005
19/02/2005,16:00,Estoril Praia,3-2,FC Penafiel,J22,2004-2005
19/02/2005,15:00,Marítimo,0-0,Beira-Mar,J22,2004-2005
18/02/2005,19:15,Nacional,1-0,SC Braga,J22,2004-2005
18/02/2005,,Belenenses,0-1,FC Porto,J22,2004-2005
13/02/2005,18:00,Sporting,5-0,Rio Ave,J21,2004-2005
13/02/2005,16:00,Moreirense,1-0,Gil Vicente,J21,2004-2005
13/02/2005,16:00,FC Penafiel,3-0,UD Leiria,J21,2004-2005
13/02/2005,16:00,Boavista,3-2,Marítimo,J21,2004-2005
13/02/2005,16:00,Beira-Mar,1-1,Vitória FC,J21,2004-2005
13/02/2005,16:00,Académica OAF,1-0,Nacional,J21,2004-2005
13/02/2005,,FC Porto,0-0,Vitória SC,J21,2004-2005
12/02/2005,21:15,SC Braga,0-0,Benfica,J21,2004-2005
11/02/2005,21:30,Belenenses,3-0,Estoril Praia,J21,2004-2005
07/02/2005,20:30,Vitória FC,0-0,Boavista,J20,2004-2005
06/02/2005,20:45,Benfica,3-0,Académica OAF,J20,2004-2005
06/02/2005,18:15,Marítimo,3-0,Sporting,J20,2004-2005
06/02/2005,16:00,Nacional,4-1,Moreirense,J20,2004-2005
06/02/2005,16:00,Gil Vicente,2-0,Beira-Mar,J20,2004-2005
05/02/2005,19:00,UD Leiria,1-0,Belenenses,J20,2004-2005
05/02/2005,18:00,Rio Ave,1-0,FC Penafiel,J20,2004-2005
05/02/2005,,Estoril Praia,1-2,FC Porto,J20,2004-2005
04/02/2005,21:30,Vitória SC,1-0,SC Braga,J20,2004-2005
31/01/2005,20:30,Sporting,1-1,Vitória FC,J19,2004-2005
30/01/2005,18:30,Boavista,2-2,Gil Vicente,J19,2004-2005
30/01/2005,16:00,FC Penafiel,0-1,Marítimo,J19,2004-2005
30/01/2005,16:00,Estoril Praia,1-1,UD Leiria,J19,2004-2005
30/01/2005,16:00,Belenenses,2-1,Rio Ave,J19,2004-2005
30/01/2005,16:00,Beira-Mar,0-3,Nacional,J19,2004-2005
30/01/2005,,FC Porto,1-3,SC Braga,J19,2004-2005
29/01/2005,21:15,Moreirense,1-2,Benfica,J19,2004-2005
29/01/2005,18:45,Académica OAF,0-2,Vitória SC,J19,2004-2005
23/01/2005,19:15,Gil Vicente,0-3,Sporting,J18,2004-2005
23/01/2005,16:00,Rio Ave,2-1,Estoril Praia,J18,2004-2005
23/01/2005,16:00,Marítimo,0-0,Belenenses,J18,2004-2005
23/01/2005,,UD Leiria,0-1,FC Porto,J18,2004-2005
22/01/2005,21:00,Benfica,0-2,Beira-Mar,J18,2004-2005
22/01/2005,18:45,Nacional,0-2,Boavista,J18,2004-2005
22/01/2005,18:00,Vitória FC,4-0,FC Penafiel,J18,2004-2005
22/01/2005,16:00,Vitória SC,0-0,Moreirense,J18,2004-2005
21/01/2005,21:30,SC Braga,2-0,Académica OAF,J18,2004-2005
17/01/2005,20:30,Vitória FC,1-2,Belenenses,J17,2004-2005
16/01/2005,20:45,Benfica,4-0,Boavista,J17,2004-2005
16/01/2005,18:30,Nacional,3-2,Sporting,J17,2004-2005
16/01/2005,16:00,SC Braga,0-0,Moreirense,J17,2004-2005
16/01/2005,16:00,Rio Ave,2-0,UD Leiria,J17,2004-2005
16/01/2005,16:00,Marítimo,2-1,Estoril Praia,J17,2004-2005
16/01/2005,16:00,Gil Vicente,0-1,FC Penafiel,J17,2004-2005
15/01/2005,18:45,Vitória SC,1-0,Beira-Mar,J17,2004-2005
15/01/2005,,Académica OAF,0-0,FC Porto,J17,2004-2005
09/01/2005,21:30,UD Leiria,0-0,Marítimo,J16,2004-2005
09/01/2005,16:00,Moreirense,1-0,Académica OAF,J16,2004-2005
09/01/2005,16:00,FC Penafiel,0-1,Nacional,J16,2004-2005
09/01/2005,16:00,Belenenses,0-1,Gil Vicente,J16,2004-2005
09/01/2005,16:00,Beira-Mar,1-4,SC Braga,J16,2004-2005
09/01/2005,,FC Porto,1-1,Rio Ave,J16,2004-2005
08/01/2005,20:45,Sporting,2-1,Benfica,J16,2004-2005
08/01/2005,17:15,Boavista,2-1,Vitória SC,J16,2004-2005
07/01/2005,21:30,Estoril Praia,2-1,Vitória FC,J16,2004-2005
22/12/2004,,Marítimo,1-1,FC Porto,J14,2004-2005
20/12/2004,20:45,Vitória SC,2-4,Sporting,J15,2004-2005
19/12/2004,20:30,Vitória FC,1-1,UD Leiria,J15,2004-2005
19/12/2004,18:15,Nacional,2-0,Belenenses,J15,2004-2005
19/12/2004,18:00,Académica OAF,1-1,Beira-Mar,J15,2004-2005
19/12/2004,16:00,Marítimo,1-1,Rio Ave,J15,2004-2005
19/12/2004,16:00,Gil Vicente,2-0,Estoril Praia,J15,2004-2005
18/12/2004,21:15,Benfica,1-0,FC Penafiel,J15,2004-2005
18/12/2004,19:15,SC Braga,3-0,Boavista,J15,2004-2005
17/12/2004,,FC Porto,1-0,Moreirense,J15,2004-2005
12/12/2004,20:00,Belenenses,4-1,Benfica,J14,2004-2005
12/12/2004,16:00,UD Leiria,1-1,Gil Vicente,J14,2004-2005
12/12/2004,16:00,FC Penafiel,1-3,Vitória SC,J14,2004-2005
12/12/2004,16:00,Estoril Praia,2-0,Nacional,J14,2004-2005
12/12/2004,16:00,Beira-Mar,1-3,Moreirense,J14,2004-2005
11/12/2004,21:15,Sporting,0-0,SC Braga,J14,2004-2005
11/12/2004,18:45,Rio Ave,1-0,Vitória FC,J14,2004-2005
10/12/2004,21:30,Boavista,1-0,Académica OAF,J14,2004-2005
06/12/2004,20:30,Benfica,2-1,Estoril Praia,J13,2004-2005
05/12/2004,21:15,Académica OAF,2-3,Sporting,J13,2004-2005
05/12/2004,19:00,Vitória FC,2-0,Marítimo,J13,2004-2005
05/12/2004,16:00,SC Braga,0-1,FC Penafiel,J13,2004-2005
05/12/2004,16:00,Moreirense,1-1,Boavista,J13,2004-2005
05/12/2004,16:00,Gil Vicente,3-1,Rio Ave,J13,2004-2005
04/12/2004,19:30,Nacional,0-3,UD Leiria,J13,2004-2005
04/12/2004,19:00,Vitória SC,1-0,Belenenses,J13,2004-2005
03/12/2004,,FC Porto,0-1,Beira-Mar,J13,2004-2005
29/11/2004,,Vitória FC,0-1,FC Porto,J12,2004-2005
28/11/2004,21:00,Sporting,4-1,Moreirense,J12,2004-2005
28/11/2004,18:45,UD Leiria,1-0,Benfica,J12,2004-2005
28/11/2004,16:00,Rio Ave,4-1,Nacional,J12,2004-2005
28/11/2004,16:00,Marítimo,1-1,Gil Vicente,J12,2004-2005
28/11/2004,16:00,FC Penafiel,3-1,Académica OAF,J12,2004-2005
28/11/2004,16:00,Estoril Praia,0-1,Vitória SC,J12,2004-2005
27/11/2004,21:30,Belenenses,1-2,SC Braga,J12,2004-2005
26/11/2004,21:30,Boavista,3-0,Beira-Mar,J12,2004-2005
22/11/2004,20:30,Académica OAF,1-1,Belenenses,J11,2004-2005
21/11/2004,19:45,Benfica,3-3,Rio Ave,J11,2004-2005
21/11/2004,16:00,Vitória SC,1-1,UD Leiria,J11,2004-2005
21/11/2004,16:00,SC Braga,2-0,Estoril Praia,J11,2004-2005
21/11/2004,16:00,Moreirense,2-2,FC Penafiel,J11,2004-2005
21/11/2004,16:00,Gil Vicente,2-1,Vitória FC,J11,2004-2005
20/11/2004,21:15,Beira-Mar,2-2,Sporting,J11,2004-2005
20/11/2004,,FC Porto,0-1,Boavista,J11,2004-2005
19/11/2004,21:30,Nacional,1-1,Marítimo,J11,2004-2005
15/11/2004,20:30,Rio Ave,1-1,Vitória SC,J10,2004-2005
14/11/2004,20:30,Sporting,6-1,Boavista,J10,2004-2005
14/11/2004,18:15,UD Leiria,0-0,SC Braga,J10,2004-2005
13/11/2004,21:15,Marítimo,1-1,Benfica,J10,2004-2005
13/11/2004,16:00,Vitória FC,1-0,Nacional,J10,2004-2005
13/11/2004,16:00,FC Penafiel,2-1,Beira-Mar,J10,2004-2005
13/11/2004,16:00,Belenenses,3-0,Moreirense,J10,2004-2005
13/11/2004,,Gil Vicente,0-2,FC Porto,J10,2004-2005
12/11/2004,21:30,Estoril Praia,0-1,Académica OAF,J10,2004-2005
08/11/2004,,FC Porto,3-0,Sporting,J9,2004-2005
07/11/2004,19:15,Benfica,4-0,Vitória FC,J9,2004-2005
07/11/2004,16:00,SC Braga,3-0,Rio Ave,J9,2004-2005
07/11/2004,16:00,Nacional,0-0,Gil Vicente,J9,2004-2005
07/11/2004,16:00,Moreirense,1-2,Estoril Praia,J9,2004-2005
07/11/2004,16:00,Académica OAF,0-1,UD Leiria,J9,2004-2005
06/11/2004,21:30,Boavista,2-1,FC Penafiel,J9,2004-2005
06/11/2004,19:15,Vitória SC,1-1,Marítimo,J9,2004-2005
05/11/2004,21:30,Beira-Mar,3-3,Belenenses,J9,2004-2005
01/11/2004,20:30,Vitória FC,1-0,Vitória SC,J8,2004-2005
01/11/2004,17:45,Marítimo,2-0,SC Braga,J8,2004-2005
31/10/2004,20:30,Gil Vicente,1-1,Benfica,J8,2004-2005
31/10/2004,18:00,Belenenses,1-2,Boavista,J8,2004-2005
31/10/2004,16:00,UD Leiria,0-0,Moreirense,J8,2004-2005
31/10/2004,16:00,Rio Ave,3-1,Académica OAF,J8,2004-2005
31/10/2004,16:00,Estoril Praia,5-0,Beira-Mar,J8,2004-2005
30/10/2004,19:15,FC Penafiel,0-3,Sporting,J8,2004-2005
30/10/2004,,Nacional,2-2,FC Porto,J8,2004-2005
24/10/2004,19:15,Benfica,2-1,Nacional,J7,2004-2005
24/10/2004,16:00,Vitória SC,2-1,Gil Vicente,J7,2004-2005
24/10/2004,16:00,Beira-Mar,0-1,UD Leiria,J7,2004-2005
24/10/2004,16:00,Académica OAF,1-0,Marítimo,J7,2004-2005
24/10/2004,,FC Porto,2-0,FC Penafiel,J7,2004-2005
23/10/2004,21:30,Sporting,2-0,Belenenses,J7,2004-2005
23/10/2004,19:15,SC Braga,2-3,Vitória FC,J7,2004-2005
23/10/2004,16:00,Moreirense,0-0,Rio Ave,J7,2004-2005
22/10/2004,21:30,Boavista,0-0,Estoril Praia,J7,2004-2005
18/10/2004,20:30,Vitória FC,1-0,Académica OAF,J6,2004-2005
17/10/2004,16:00,UD Leiria,0-3,Boavista,J6,2004-2005
17/10/2004,16:00,Rio Ave,1-1,Beira-Mar,J6,2004-2005
17/10/2004,16:00,Belenenses,4-1,FC Penafiel,J6,2004-2005
17/10/2004,,Benfica,0-1,FC Porto,J6,2004-2005
16/10/2004,21:15,Estoril Praia,1-4,Sporting,J6,2004-2005
16/10/2004,19:15,Nacional,1-0,Vitória SC,J6,2004-2005
16/10/2004,16:00,Marítimo,1-0,Moreirense,J6,2004-2005
15/10/2004,21:30,Gil Vicente,0-1,SC Braga,J6,2004-2005
10/10/2004,19:45,Beira-Mar,2-2,Marítimo,J5,2004-2005
05/10/2004,20:30,SC Braga,3-2,Nacional,J5,2004-2005
04/10/2004,20:30,Sporting,2-2,UD Leiria,J5,2004-2005
03/10/2004,21:30,Vitória SC,1-2,Benfica,J5,2004-2005
03/10/2004,16:00,Moreirense,2-2,Vitória FC,J5,2004-2005
03/10/2004,16:00,FC Penafiel,2-1,Estoril Praia,J5,2004-2005
03/10/2004,16:00,Académica OAF,2-1,Gil Vicente,J5,2004-2005
03/10/2004,,FC Porto,3-0,Belenenses,J5,2004-2005
01/10/2004,21:30,Boavista,0-1,Rio Ave,J5,2004-2005
27/09/2004,20:30,Estoril Praia,1-0,Belenenses,J4,2004-2005
26/09/2004,21:15,Rio Ave,0-0,Sporting,J4,2004-2005
26/09/2004,19:15,Benfica,0-0,SC Braga,J4,2004-2005
26/09/2004,16:00,UD Leiria,1-2,FC Penafiel,J4,2004-2005
26/09/2004,16:00,Nacional,2-1,Académica OAF,J4,2004-2005
26/09/2004,16:00,Gil Vicente,3-1,Moreirense,J4,2004-2005
25/09/2004,19:00,Marítimo,2-1,Boavista,J4,2004-2005
25/09/2004,,Vitória SC,0-1,FC Porto,J4,2004-2005
24/09/2004,21:30,Vitória FC,1-2,Beira-Mar,J4,2004-2005
22/09/2004,,FC Porto,1-1,UD Leiria,J1,2004-2005
21/09/2004,20:30,SC Braga,1-0,Vitória SC,J3,2004-2005
20/09/2004,20:30,Sporting,0-1,Marítimo,J3,2004-2005
19/09/2004,21:15,Académica OAF,0-1,Benfica,J3,2004-2005
19/09/2004,16:00,Moreirense,3-2,Nacional,J3,2004-2005
19/09/2004,16:00,FC Penafiel,1-1,Rio Ave,J3,2004-2005
19/09/2004,16:00,Belenenses,2-1,UD Leiria,J3,2004-2005
19/09/2004,16:00,Beira-Mar,1-0,Gil Vicente,J3,2004-2005
18/09/2004,,FC Porto,2-2,Estoril Praia,J3,2004-2005
17/09/2004,21:30,Boavista,1-1,Vitória FC,J3,2004-2005
13/09/2004,20:30,Rio Ave,3-3,Belenenses,J2,2004-2005
12/09/2004,19:30,Vitória FC,2-0,Sporting,J2,2004-2005
12/09/2004,16:00,Nacional,2-1,Beira-Mar,J2,2004-2005
11/09/2004,21:15,Benfica,2-0,Moreirense,J2,2004-2005
11/09/2004,18:00,UD Leiria,4-2,Estoril Praia,J2,2004-2005
11/09/2004,16:00,Marítimo,3-0,FC Penafiel,J2,2004-2005
11/09/2004,,SC Braga,1-1,FC Porto,J2,2004-2005
10/09/2004,21:30,Gil Vicente,0-1,Boavista,J2,2004-2005
05/09/2004,16:00,Vitória SC,2-1,Académica OAF,J2,2004-2005
30/08/2004,20:30,Académica OAF,2-2,SC Braga,J1,2004-2005
29/08/2004,20:30,Beira-Mar,2-3,Benfica,J1,2004-2005
29/08/2004,18:00,Boavista,1-0,Nacional,J1,2004-2005
29/08/2004,16:00,Moreirense,0-0,Vitória SC,J1,2004-2005
29/08/2004,16:00,FC Penafiel,1-4,Vitória FC,J1,2004-2005
29/08/2004,16:00,Estoril Praia,0-0,Rio Ave,J1,2004-2005
28/08/2004,21:15,Sporting,3-2,Gil Vicente,J1,2004-2005
28/08/2004,19:15,Belenenses,3-0,Marítimo,J1,2004-2005
09/05/2004,16:00,Vitória SC,0-2,Sporting,J34,2003-2004
09/05/2004,16:00,Nacional,4-0,Rio Ave,J34,2003-2004
09/05/2004,16:00,Moreirense,3-1,FC Alverca,J34,2003-2004
09/05/2004,16:00,Gil Vicente,3-0,Beira-Mar,J34,2003-2004
09/05/2004,16:00,Boavista,2-1,Marítimo,J34,2003-2004
09/05/2004,16:00,Benfica,0-0,UD Leiria,J34,2003-2004
09/05/2004,16:00,Belenenses,0-2,SC Braga,J34,2003-2004
09/05/2004,16:00,Académica OAF,4-1,Est. Amadora,J34,2003-2004
09/05/2004,,FC Porto,3-1,Paços de Ferreira,J34,2003-2004
02/05/2004,19:15,Sporting,0-1,Benfica,J33,2003-2004
02/05/2004,16:00,UD Leiria,2-0,Boavista,J33,2003-2004
02/05/2004,16:00,SC Braga,2-1,Académica OAF,J33,2003-2004
02/05/2004,16:00,Paços de Ferreira,1-1,Belenenses,J33,2003-2004
02/05/2004,16:00,Marítimo,2-0,Gil Vicente,J33,2003-2004
02/05/2004,16:00,FC Alverca,2-1,Nacional,J33,2003-2004
02/05/2004,16:00,Est. Amadora,0-1,Vitória SC,J33,2003-2004
02/05/2004,16:00,Beira-Mar,1-0,Moreirense,J33,2003-2004
30/04/2004,,Rio Ave,1-0,FC Porto,J33,2003-2004
26/04/2004,19:45,Vitória SC,1-0,SC Braga,J32,2003-2004
25/04/2004,21:15,Belenenses,3-0,Rio Ave,J32,2003-2004
25/04/2004,16:00,Nacional,3-0,Beira-Mar,J32,2003-2004
25/04/2004,16:00,Moreirense,3-0,Marítimo,J32,2003-2004
25/04/2004,16:00,Académica OAF,3-2,Paços de Ferreira,J32,2003-2004
25/04/2004,,FC Porto,1-0,FC Alverca,J32,2003-2004
24/04/2004,21:15,UD Leiria,1-0,Sporting,J32,2003-2004
24/04/2004,20:00,Benfica,3-1,Est. Amadora,J32,2003-2004
23/04/2004,21:30,Gil Vicente,0-1,Boavista,J32,2003-2004
19/04/2004,19:45,Marítimo,2-0,Nacional,J31,2003-2004
18/04/2004,18:15,FC Alverca,1-0,Belenenses,J31,2003-2004
18/04/2004,17:00,Paços de Ferreira,1-0,Vitória SC,J31,2003-2004
18/04/2004,16:00,Rio Ave,3-2,Académica OAF,J31,2003-2004
18/04/2004,16:00,Gil Vicente,1-0,Moreirense,J31,2003-2004
18/04/2004,,Beira-Mar,0-0,FC Porto,J31,2003-2004
17/04/2004,21:15,Boavista,2-1,Sporting,J31,2003-2004
17/04/2004,18:45,SC Braga,0-3,Benfica,J31,2003-2004
17/04/2004,16:00,Est. Amadora,0-0,UD Leiria,J31,2003-2004
14/04/2004,,Nacional,0-0,FC Porto,J27,2003-2004
12/04/2004,19:45,Belenenses,1-0,Beira-Mar,J30,2003-2004
10/04/2004,21:15,Sporting,4-0,Est. Amadora,J30,2003-2004
10/04/2004,19:15,Benfica,2-1,Paços de Ferreira,J30,2003-2004
10/04/2004,17:00,UD Leiria,2-2,SC Braga,J30,2003-2004
10/04/2004,16:00,Vitória SC,2-0,Rio Ave,J30,2003-2004
10/04/2004,16:00,Nacional,2-1,Gil Vicente,J30,2003-2004
